Timestamp,Age,Gender,School Level,"What is the size of your class?
(Please enter the total number of students in your class.)",How supportive is your family? ,"How much support do you get from your siblings?
",  How often is there conflict at home?  ,Do your parents monitor your schoolwork and activities?,How many close friends do you have at school?,How much support do you get from your friends?,How supportive are your teachers?,Is there a system for reporting bullying at your school,Do teachers supervise students properly in class and during recess?,How safe do you feel at school?,How stressed do you feel at school,How would you rate your self-esteem/confidence?,How often do you feel lonely at school?,How often do you use social media?,Have you ever been bullied at school,"If yes, what type of bullying have you experienced? (Select all that apply)  ",How often have you experienced this bullying? , What do you usually do when someone bullies you? (Select all that apply)
10/30/2025 23:33:23,21,Female,College/Pre-University/University,25,Very High,Always,Sometimes,Not at all,1-2,Always,High,No,Often,Safe,Low,High,Sometimes,more than 5 hours,Yes,Verbal,Rarely,Tell a friend
10/30/2025 23:38:10,21,Female,College/Pre-University/University,10,Low,Sometimes,Sometimes,Not at all,3-5,Often,High,No,Often,Safe,High,Very Low,Sometimes,more than 5 hours,Yes,Verbal,Rarely,Ignore it/keep it to myself
10/30/2025 23:54:14,23,Female,College/Pre-University/University,60,Very High,Often,Sometimes,Often,3-5,Often,High,Yes,Sometimes,Safe,Low,Low,Sometimes,more than 5 hours,No,,,
10/31/2025 0:16:43,21,Female,College/Pre-University/University,120,Very High,Often,Sometimes,Sometimes,More than 5,Always,High,Not sure,Often,Safe,Low,High,Sometimes,more than 5 hours,No,,,
10/31/2025 2:06:40,21,Female,College/Pre-University/University,25,Very High,Always,Sometimes,Not at all,1-2,Always,High,Not sure,Never,Safe,Low,Low,Sometimes,3-5 hours,Yes,Relational / Social,Sometimes,Ignore it/keep it to myself
10/31/2025 9:09:02,25,Female,College/Pre-University/University,20,High,Often,Sometimes,Sometimes,3-5,Often,Low,Yes,Often,Slightly safe,Low,High,Often,more than 5 hours,No,,,
10/31/2025 9:14:43,19,Female,College/Pre-University/University,23,Very High,Often,Sometimes,Sometimes,More than 5,Always,High,Yes,Sometimes,Safe,High,High,Never,more than 5 hours,No,,,
10/31/2025 10:41:32,24,Female,College/Pre-University/University,28,High,Often,Sometimes,Sometimes,More than 5,Often,Low,Not sure,Sometimes,Safe,Low,Low,Sometimes,more than 5 hours,Yes,Verbal,Rarely,"Tell a friend, Fight back or defend myself"
10/31/2025 11:09:34,21,Female,College/Pre-University/University,100,High,Sometimes,Sometimes,Sometimes,1-2,Sometimes,Low,Yes,Sometimes,Safe,Low,High,Sometimes,1-2 hours,No,,,
10/31/2025 13:21:06,23,Female,College/Pre-University/University,50,High,Often,Sometimes,Not at all,More than 5,Sometimes,Very Low,No,Sometimes,Slightly safe,Very High,Low,Sometimes,more than 5 hours,No,,,
10/31/2025 13:30:07,21,Female,College/Pre-University/University,34,Very High,Always,Sometimes,Sometimes,More than 5,Often,High,Yes,Often,Very safe,Low,High,Sometimes,3-5 hours,No,,,
10/31/2025 14:04:44,23,Male,College/Pre-University/University,40,Very High,Sometimes,Sometimes,Not at all,More than 5,Often,High,No,Often,Very safe,Low,Low,Sometimes,more than 5 hours,Yes,Physical,Rarely,"Tell a friend, Ignore it/keep it to myself"
10/31/2025 14:15:39,20,Female,College/Pre-University/University,36,High,Often,Often,Always,3-5,Often,High,Yes,Sometimes,Safe,High,High,Sometimes,3-5 hours,Yes,"Verbal, Relational / Social",Sometimes,"Ignore it/keep it to myself, They will shut up when they realised that they need me (ask me about homework or when teacher ask them but I helped them) because the comments were rooted from jealousy…"
10/31/2025 14:39:13,20,Female,College/Pre-University/University,20,Low,Sometimes,Sometimes,Not at all,1-2,Sometimes,High,Not sure,Often,Safe,High,Low,Often,more than 5 hours,Yes,Relational / Social,Rarely,"Tell a teacher or counsellor, Ignore it/keep it to myself"
10/31/2025 14:43:40,22,Female,College/Pre-University/University,16,High,Often,Sometimes,Sometimes,1-2,Often,High,Not sure,Sometimes,Safe,Low,High,Sometimes,3-5 hours,Yes,Relational / Social,Rarely,"Tell a parent or family member, Ignore it/keep it to myself"
10/31/2025 14:48:52,22,Female,College/Pre-University/University,120,Very High,Always,Sometimes,Sometimes,More than 5,Often,Low,Yes,Often,Safe,High,High,Often,more than 5 hours,No,,,
10/31/2025 14:55:19,22,Female,College/Pre-University/University,150,Very High,Always,Never,Always,3-5,Always,Very High,Yes,Always,Very safe,Low,High,Sometimes,more than 5 hours,No,,,
10/31/2025 14:59:50,21,Female,College/Pre-University/University,40+,High,Often,Often,Not at all,More than 5,Always,High,Yes,Often,Slightly safe,High,High,Often,more than 5 hours,Yes,"Physical, Verbal, Relational / Social",Rarely,"Tell a parent or family member, Tell a friend"
10/31/2025 15:04:50,22,Female,College/Pre-University/University,40,High,Sometimes,Sometimes,Often,More than 5,Often,Low,Not sure,Never,Safe,Low,High,Sometimes,more than 5 hours,No,,,
10/31/2025 15:19:35,21,Male,College/Pre-University/University,50,High,Often,Sometimes,Sometimes,1-2,Sometimes,Low,Yes,Never,Safe,Low,Low,Sometimes,3-5 hours,Yes,"Verbal, Relational / Social",Sometimes,Ignore it/keep it to myself
10/31/2025 15:38:29,25,Female,College/Pre-University/University,22,Very High,Often,Sometimes,Sometimes,More than 5,Often,High,Not sure,Sometimes,Very safe,Low,Very High,Never,more than 5 hours,No,,,
10/31/2025 17:27:42,21,Female,College/Pre-University/University,30,High,Always,Sometimes,Always,3-5,Always,Very High,Yes,Often,Very safe,Low,Very Low,Sometimes,more than 5 hours,No,,,
10/31/2025 17:56:46,17,Female,Secondary School,44,Low,Sometimes,Sometimes,Not at all,3-5,Sometimes,Low,Yes,Sometimes,Safe,High,Low,Sometimes,3-5 hours,Yes,"Physical, Relational / Social",Sometimes,"Tell a teacher or counsellor, Tell a friend, Ignore it/keep it to myself"
10/31/2025 18:03:39,23,Female,College/Pre-University/University,32,High,Always,Sometimes,Sometimes,More than 5,Always,High,No,Sometimes,Safe,Low,Very High,Never,3-5 hours,No,,,
10/31/2025 18:04:45,20,Female,College/Pre-University/University,40,Very High,Always,Sometimes,Often,More than 5,Always,High,Yes,Sometimes,Safe,Very High,High,Sometimes,more than 5 hours,Yes,"Verbal, Cyber",Rarely,"Tell a parent or family member, Tell a friend"
10/31/2025 18:06:05,20,Female,College/Pre-University/University,57,High,Often,Sometimes,Sometimes,3-5,Sometimes,Very High,Not sure,Always,Safe,Low,High,Sometimes,3-5 hours,No,,,
10/31/2025 18:08:38,22,Female,College/Pre-University/University,62,Low,Sometimes,Sometimes,Not at all,3-5,Sometimes,High,Yes,Often,Slightly safe,High,Low,Sometimes,more than 5 hours,Yes,"Verbal, Relational / Social",Rarely,"Tell a friend, Ignore it/keep it to myself"
10/31/2025 18:11:39,22,Female,College/Pre-University/University,40,High,Often,Sometimes,Not at all,More than 5,Sometimes,High,Not sure,Often,Slightly safe,Low,High,Sometimes,3-5 hours,Yes,"Relational / Social, Cyber, Sexual",Sometimes,"Tell a teacher or counsellor, Tell a parent or family member, Tell a friend, Ignore it/keep it to myself, Fight back or defend myself, Post about it online"
10/31/2025 18:19:47,21,Female,College/Pre-University/University,27,Very High,Always,Sometimes,Not at all,3-5,Always,High,Not sure,Never,Safe,Low,High,Sometimes,3-5 hours,No,,,
10/31/2025 18:30:25,21,Female,College/Pre-University/University,100,Very High,Always,Sometimes,Not at all,1-2,Often,High,No,Never,Very safe,High,Very High,Sometimes,more than 5 hours,No,,,
10/31/2025 18:35:55,21,Female,College/Pre-University/University,76,High,Always,Sometimes,Not at all,1-2,Always,High,Yes,Often,Very safe,High,Very High,Never,more than 5 hours,No,,,
10/31/2025 18:48:33,21,Female,College/Pre-University/University,100,High,Often,Sometimes,Often,3-5,Often,High,Not sure,Sometimes,Safe,High,Low,Sometimes,more than 5 hours,No,,,
10/31/2025 19:35:58,20,Female,College/Pre-University/University,130+,High,Often,Sometimes,Often,More than 5,Always,High,Not sure,Sometimes,Safe,High,Low,Sometimes,more than 5 hours,No,,,
10/31/2025 19:51:18,22,Female,College/Pre-University/University,30,High,Often,Sometimes,Sometimes,1-2,Sometimes,Low,Not sure,Never,Safe,Low,Low,Sometimes,3-5 hours,No,,,
10/31/2025 21:30:33,22,Female,College/Pre-University/University,18,Very High,Always,Sometimes,Sometimes,More than 5,Often,High,Yes,Often,Safe,High,High,Never,more than 5 hours,Yes,Verbal,Rarely,"Tell a friend, Ignore it/keep it to myself"
10/31/2025 23:24:35,18,Female,College/Pre-University/University,27,Very High,Always,Sometimes,Always,More than 5,Always,High,Yes,Often,Safe,Very High,Very Low,Sometimes,more than 5 hours,No,,,
10/31/2025 23:24:41,18,Male,College/Pre-University/University,26,Very High,Always,Sometimes,Often,More than 5,Always,Very High,Yes,Often,Safe,Low,High,Sometimes,3-5 hours,No,,,
10/31/2025 23:24:50,18,Male,College/Pre-University/University,28,Very High,Always,Sometimes,Often,More than 5,Always,High,Yes,Sometimes,Safe,High,Very High,Sometimes,more than 5 hours,No,,,
10/31/2025 23:25:58,18,Male,College/Pre-University/University,28,High,Sometimes,Always,Sometimes,3-5,Always,Very High,Yes,Sometimes,Safe,High,High,Sometimes,more than 5 hours,Yes,"Verbal, Relational / Social",Sometimes,"Tell a friend, Ignore it/keep it to myself"
10/31/2025 23:26:08,18,Male,College/Pre-University/University,27,High,Often,Always,Sometimes,1-2,Always,Very High,Yes,Always,Safe,Very High,Low,Always,more than 5 hours,Yes,"Physical, Verbal, Relational / Social, Sexual",Often,Tell a teacher or counsellor
10/31/2025 23:26:28,18,Female,College/Pre-University/University,17,High,Always,Sometimes,Not at all,More than 5,Often,Very High,Yes,Often,Safe,High,High,Never,more than 5 hours,No,,,
10/31/2025 23:26:33,18,Male,College/Pre-University/University,25,Very High,Always,Never,Often,None,Often,High,Yes,Sometimes,Safe,Very Low,High,Sometimes,3-5 hours,No,,,
10/31/2025 23:27:16,18,Female,College/Pre-University/University,20,High,Often,Sometimes,Not at all,1-2,Often,High,Not sure,Sometimes,Very safe,Low,Low,Often,more than 5 hours,Yes,Verbal,Often,Ignore it/keep it to myself
10/31/2025 23:28:19,18,Female,College/Pre-University/University,28,Low,Sometimes,Always,Sometimes,More than 5,Always,Low,Not sure,Never,Safe,High,Low,Sometimes,more than 5 hours,Yes,Verbal,Rarely,Tell a friend
10/31/2025 23:28:39,18,Female,College/Pre-University/University,28,High,Sometimes,Sometimes,Sometimes,3-5,Often,High,No,Always,Safe,High,High,Never,more than 5 hours,No,,,
10/31/2025 23:28:41,18,Female,College/Pre-University/University,21,High,Sometimes,Never,Always,3-5,Always,High,Not sure,Sometimes,Safe,High,Very High,Sometimes,more than 5 hours,No,,,
10/31/2025 23:34:38,18,Female,College/Pre-University/University,20,Very High,Often,Sometimes,Always,More than 5,Always,Very High,Yes,Often,Slightly safe,Very High,High,Sometimes,more than 5 hours,No,,,
10/31/2025 23:34:51,18,Female,College/Pre-University/University,30,High,Always,Often,Sometimes,More than 5,Always,Very High,Yes,Always,Very safe,Low,High,Sometimes,more than 5 hours,No,,,
10/31/2025 23:35:30,18,Female,College/Pre-University/University,21,Very High,Always,Never,Often,More than 5,Always,High,Yes,Always,Safe,Low,High,Sometimes,3-5 hours,No,,,
10/31/2025 23:35:49,18,Female,College/Pre-University/University,22,Very High,Often,Often,Not at all,3-5,Often,High,Not sure,Never,Safe,High,Low,Often,more than 5 hours,No,,,
10/31/2025 23:37:21,18,Female,College/Pre-University/University,lec class300+,Very High,Always,Always,Not at all,1-2,Often,Very Low,Not sure,Sometimes,Slightly safe,High,Low,Sometimes,more than 5 hours,No,,,
10/31/2025 23:37:48,22,Female,College/Pre-University/University,27,High,Always,Sometimes,Sometimes,More than 5,Always,Very High,Yes,Always,Very safe,High,High,Sometimes,more than 5 hours,No,,,
10/31/2025 23:38:09,18,Female,College/Pre-University/University,26,Very High,Always,Never,Sometimes,3-5,Always,High,No,Always,Safe,Low,Low,Never,3-5 hours,No,,,
10/31/2025 23:38:50,18,Female,College/Pre-University/University,24,Very High,Often,Sometimes,Sometimes,More than 5,Always,High,Not sure,Often,Slightly safe,Low,High,Never,more than 5 hours,No,,,
10/31/2025 23:39:21,18,Female,College/Pre-University/University,27,Very High,Always,Sometimes,Sometimes,More than 5,Always,High,Yes,Often,Very safe,High,High,Never,more than 5 hours,No,,,
10/31/2025 23:40:31,18,Female,College/Pre-University/University,Lecture class -300+,High,Sometimes,Sometimes,Sometimes,3-5,Often,Low,Not sure,Sometimes,Safe,High,High,Sometimes,3-5 hours,No,,,
10/31/2025 23:41:40,18,Male,College/Pre-University/University,20,Very High,Always,Sometimes,Always,1-2,Always,Very High,No,Always,Very safe,Low,Very High,Sometimes,more than 5 hours,No,,,
10/31/2025 23:46:17,18,Male,College/Pre-University/University,25,Very High,Always,Sometimes,Sometimes,More than 5,Always,Very High,Yes,Often,Very safe,High,High,Sometimes,3-5 hours,No,,,
10/31/2025 23:54:43,18,Female,College/Pre-University/University,22,Very High,Always,Sometimes,Often,3-5,Often,High,Yes,Often,Safe,High,Very High,Sometimes,more than 5 hours,No,,,
10/31/2025 23:58:41,18,Male,College/Pre-University/University,23,Very Low,Sometimes,Always,Not at all,3-5,Often,High,Not sure,Sometimes,Slightly safe,High,Low,Sometimes,3-5 hours,Yes,"Physical, Verbal",Sometimes,Tell a teacher or counsellor
11/1/2025 12:04:35,24,Female,College/Pre-University/University,20,High,Sometimes,Sometimes,Sometimes,3-5,Often,High,Yes,Always,Safe,High,High,Sometimes,1-2 hours,No,,,
11/1/2025 13:44:12,22,Female,College/Pre-University/University,60 and above ,Very High,Always,Sometimes,Always,3-5,Always,High,Yes,Often,Very safe,High,High,Never,more than 5 hours,No,,,
11/1/2025 14:57:09,25,Male,College/Pre-University/University,40,Very High,Always,Sometimes,Sometimes,3-5,Often,High,Yes,Sometimes,Very safe,Low,High,Never,3-5 hours,Yes,"Physical, Verbal",Rarely,"Tell a teacher or counsellor, Tell a parent or family member, Tell a friend, Fight back or defend myself"
11/1/2025 14:57:43,24,Female,College/Pre-University/University,2-5,Very High,Always,Sometimes,Sometimes,1-2,Often,Very High,Not sure,Never,Safe,High,High,Never,3-5 hours,Yes,"Verbal, Relational / Social",Sometimes,"Tell a parent or family member, Tell a friend"
11/1/2025 16:17:22,34,Male,College/Pre-University/University,30,High,Often,Often,Always,More than 5,Often,High,No,Sometimes,Safe,High,Low,Sometimes,3-5 hours,Yes,"Physical, Verbal, Relational / Social, Cyber",Sometimes,Ignore it/keep it to myself
11/1/2025 19:13:17,22,Female,College/Pre-University/University,100,High,Sometimes,Sometimes,Sometimes,More than 5,Often,High,Not sure,Sometimes,Slightly safe,Low,High,Sometimes,more than 5 hours,No,,,
11/1/2025 19:17:51,22,Female,College/Pre-University/University,150,Very High,Always,Sometimes,Sometimes,More than 5,Always,High,Yes,Often,Safe,Low,High,Never,more than 5 hours,No,,,
11/1/2025 19:39:23,22,Female,College/Pre-University/University,around 100,Very High,Sometimes,Sometimes,Not at all,3-5,Often,Low,Yes,Sometimes,Safe,High,Low,Sometimes,3-5 hours,No,,,
11/1/2025 19:50:24,22,Female,College/Pre-University/University,50-150,High,Sometimes,Sometimes,Not at all,3-5,Sometimes,High,Not sure,Sometimes,Safe,Low,Very Low,Sometimes,more than 5 hours,No,,,
